施術,先に受けた施術,次に受ける施術,部位条件,必要な間隔,同日可否,実施順,条件・例外,医師確認,基準版,先_別名,次_別名
稗粒腫（はいりゅうしゅ）除去→コラーゲンピール（マッサージピール）,稗粒腫（はいりゅうしゅ）除去,コラーゲンピール（マッサージピール）,同部位,1週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,稗粒腫・はいりゅうしゅ・ぶつぶつ・ブツブツ,コラーゲンピール・マッサージピール・PRX・ハリ
ヴェルヴェットスキン→コラーゲンピール（マッサージピール）,ヴェルヴェットスキン,コラーゲンピール（マッサージピール）,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ヴェルヴェットスキン・ヴェルヴェット・ベルベットスキン・ダーマペン・コラーゲンピール,コラーゲンピール・マッサージピール・PRX・ハリ
ダーマペン4→コラーゲンピール（マッサージピール）,ダーマペン4,コラーゲンピール（マッサージピール）,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ダーマペン・ダーマペン4・毛穴・ニキビ跡,コラーゲンピール・マッサージピール・PRX・ハリ
HARG療法→コラーゲンピール（マッサージピール）,HARG療法,コラーゲンピール（マッサージピール）,別部位,翌日,不可,,括弧内の期間は別部位の場合。同部位の間隔はこのセルに明示されていません,必要,20250309_秋田ver,HARG・HARG療法・ハーグ・ハーグ療法・発毛・育毛・薄毛,コラーゲンピール・マッサージピール・PRX・ハリ
スカルプ・プラセンタエッセンス→コラーゲンピール（マッサージピール）,スカルプ・プラセンタエッセンス,コラーゲンピール（マッサージピール）,別部位,翌日,不可,,括弧内の期間は別部位の場合。同部位の間隔はこのセルに明示されていません,必要,20250309_秋田ver,スカルプ・プラセンタ・プラセンタエッセンス・頭皮ケア・薄毛,コラーゲンピール・マッサージピール・PRX・ハリ
コラーゲンピール（マッサージピール）→コラーゲンピール（マッサージピール）,コラーゲンピール（マッサージピール）,コラーゲンピール（マッサージピール）,同部位,2～3週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,コラーゲンピール・マッサージピール・PRX・ハリ,コラーゲンピール・マッサージピール・PRX・ハリ
サーマクール→コラーゲンピール（マッサージピール）,サーマクール,コラーゲンピール（マッサージピール）,同部位,2週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,サーマクール・サーマ・たるみ・引き締め・リフトアップ,コラーゲンピール・マッサージピール・PRX・ハリ
ミラドライ→コラーゲンピール（マッサージピール）,ミラドライ,コラーゲンピール（マッサージピール）,不明,-（原表記）,不明,,原表は「-」ですが意味が明示されていないため、可否・間隔を断定できません,必要,20250309_秋田ver,ミラドライ・ワキガ・腋臭・多汗症・わき汗,コラーゲンピール・マッサージピール・PRX・ハリ
医療レーザー脱毛→コラーゲンピール（マッサージピール）,医療レーザー脱毛,コラーゲンピール（マッサージピール）,同部位,2週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,脱毛・医療脱毛・レーザー脱毛・全身脱毛・顔脱毛・VIO脱毛・ひげ脱毛・メンズ脱毛,コラーゲンピール・マッサージピール・PRX・ハリ
タトゥー除去（刺青除去）→コラーゲンピール（マッサージピール）,タトゥー除去（刺青除去）,コラーゲンピール（マッサージピール）,同部位,3か月,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,タトゥー・タトゥー除去・刺青・いれずみ・入れ墨,コラーゲンピール・マッサージピール・PRX・ハリ
アートメイク→コラーゲンピール（マッサージピール）,アートメイク,コラーゲンピール（マッサージピール）,同部位,2週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,アートメイク・眉アートメイク・リップアートメイク・タトゥーメイク,コラーゲンピール・マッサージピール・PRX・ハリ
ハイドラジェントル→サーマクール,ハイドラジェントル,サーマクール,同部位,翌日,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ハイドラ・ハイドラフェイシャル・ハイドラクレンジング・毛穴洗浄,サーマクール・サーマ・たるみ・引き締め・リフトアップ
ケミカルピーリング→サーマクール,ケミカルピーリング,サーマクール,同部位,2週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ピーリング・ケミカルピーリング・サリチル酸ピーリング,サーマクール・サーマ・たるみ・引き締め・リフトアップ
スマートサイドドットレーザー（2回目以降）→サーマクール,スマートサイドドットレーザー（2回目以降）,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,スマサイ・スマートサイドドット・スマートサイドドットレーザー,サーマクール・サーマ・たるみ・引き締め・リフトアップ
スマートサイドドットレーザー（初回）→サーマクール,スマートサイドドットレーザー（初回）,サーマクール,同部位,3週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,スマサイ・スマサイ初回・スマートサイドドット・スマートサイドドットレーザー,サーマクール・サーマ・たるみ・引き締め・リフトアップ
イボレーザー（炭酸ガス／CO2レーザー）→サーマクール,イボレーザー（炭酸ガス／CO2レーザー）,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,CO2・CO2レーザー・炭酸ガスレーザー・イボレーザー・いぼレーザー・イボ取り,サーマクール・サーマ・たるみ・引き締め・リフトアップ
シミ取りレーザー→サーマクール,シミ取りレーザー,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,シミレーザー・シミ取り・シミ取りレーザー・シミ治療,サーマクール・サーマ・たるみ・引き締め・リフトアップ
ADM治療（ピコレーザー）→サーマクール,ADM治療（ピコレーザー）,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ADM・ADMレーザー・ピコレーザー・ピコ・あざ治療・太田母斑,サーマクール・サーマ・たるみ・引き締め・リフトアップ
ADM治療（ナノレーザー・メドライトC6）→サーマクール,ADM治療（ナノレーザー・メドライトC6）,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ADM・ADMレーザー・ナノレーザー・メドライトC6・C6・あざ治療・太田母斑,サーマクール・サーマ・たるみ・引き締め・リフトアップ
レーザートーニング→サーマクール,レーザートーニング,サーマクール,同部位,1週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,トーニング・レーザートーニング・メドライトC6・肝斑・くすみ,サーマクール・サーマ・たるみ・引き締め・リフトアップ
ピコトーニング→サーマクール,ピコトーニング,サーマクール,同部位,2週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ピコトーニング・ピコ・トーニング・肝斑・くすみ,サーマクール・サーマ・たるみ・引き締め・リフトアップ
ピコフラクショナル（1064nm）→サーマクール,ピコフラクショナル（1064nm）,サーマクール,同部位,4週間,同部位は不可／別部位は可,,別部位の場合は同日可,不要,20250309_秋田ver,ピコフラクショナル・ピコフラク・1064・フラクショナル・毛穴・肌質改善・ニキビ跡,サーマクール・サーマ・たるみ・引き締め・リフトアップ
